Serial Number:,,X002, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
Sample Number,Logged At,Temperature (Celcius),raw pH (ADC),Calibrated pH,Session,Retrieved from bolus at,RSSI (dBm),url,flags
405,2015-06-08T16:25:50+0100,39.1,293,6.71,393,,,,
406,2015-06-08T16:40:50+0100,38.8,285,6.76,393,,,,
407,2015-06-08T16:55:50+0100,38.8,277,6.81,393,,,,
408,2015-06-08T17:10:50+0100,39.1,277,6.81,393,,,,
409,2015-06-08T17:25:50+0100,39.1,310,6.61,393,,,,
410,2015-06-08T17:40:50+0100,39.1,323,6.53,393,,,,
411,2015-06-08T17:55:50+0100,39.1,315,6.58,393,,,,
412,2015-06-08T18:10:50+0100,39.1,314,6.59,393,,,,
413,2015-06-08T18:25:50+0100,39.1,310,6.61,393,,,,
414,2015-06-08T18:40:50+0100,36.3,315,6.58,393,,,,
415,2015-06-08T18:55:50+0100,38.3,313,6.59,393,,,,
416,2015-06-08T19:10:50+0100,38.6,308,6.62,393,,,,
417,2015-06-08T19:25:50+0100,38.6,317,6.57,393,,,,
418,2015-06-08T19:40:50+0100,38.8,316,6.57,393,,,,
419,2015-06-08T19:55:50+0100,38.8,312,6.6,393,,,,
420,2015-06-08T20:10:50+0100,39.1,313,6.59,393,,,,
421,2015-06-08T20:25:50+0100,39.1,316,6.57,393,,,,
422,2015-06-08T20:40:50+0100,39.4,316,6.57,393,,,,
423,2015-06-08T20:55:50+0100,39.4,318,6.56,393,,,,
424,2015-06-08T21:10:50+0100,39.4,312,6.6,393,,,,
425,2015-06-08T21:25:50+0100,39.4,311,6.6,393,,,,
426,2015-06-08T21:40:50+0100,39.4,318,6.56,393,,,,
427,2015-06-08T21:55:50+0100,36.8,316,6.57,393,,,,
428,2015-06-08T22:10:50+0100,38.1,311,6.6,393,,,,
429,2015-06-08T22:25:50+0100,38.6,313,6.59,393,,,,
430,2015-06-08T22:40:50+0100,38.8,318,6.56,393,,,,
431,2015-06-08T22:55:50+0100,38.8,326,6.51,393,,,,
432,2015-06-08T23:10:50+0100,38.8,324,6.53,393,,,,
433,2015-06-08T23:25:50+0100,39.1,327,6.51,393,,,,
434,2015-06-08T23:40:50+0100,39.1,307,6.63,393,,,,
435,2015-06-08T23:55:50+0100,39.1,307,6.63,393,,,,
436,2015-06-09T00:10:50+0100,39.1,320,6.55,393,,,,
437,2015-06-09T00:25:50+0100,39.1,327,6.51,393,,,,
438,2015-06-09T00:40:50+0100,39.1,304,6.65,393,,,,
439,2015-06-09T00:55:50+0100,39.1,300,6.67,393,,,,
440,2015-06-09T01:10:50+0100,39.1,318,6.56,393,,,,
441,2015-06-09T01:25:50+0100,39.1,324,6.53,393,,,,
442,2015-06-09T01:40:50+0100,39.1,322,6.54,393,,,,
443,2015-06-09T01:55:50+0100,39.1,325,6.52,393,,,,
444,2015-06-09T02:10:50+0100,39.1,333,6.47,393,,,,
445,2015-06-09T02:25:50+0100,39.1,324,6.53,393,,,,
446,2015-06-09T02:40:50+0100,39.1,320,6.55,393,,,,
447,2015-06-09T02:55:50+0100,39.1,325,6.52,393,,,,
448,2015-06-09T03:10:50+0100,39.1,313,6.59,393,,,,
449,2015-06-09T03:25:50+0100,39.1,317,6.57,393,,,,
450,2015-06-09T03:40:50+0100,39.1,317,6.57,393,,,,
451,2015-06-09T03:55:50+0100,39.1,314,6.59,393,,,,
452,2015-06-09T04:10:50+0100,39.1,306,6.63,393,,,,
453,2015-06-09T04:25:50+0100,39.1,304,6.65,393,,,,
454,2015-06-09T04:40:50+0100,39.1,305,6.64,393,,,,
455,2015-06-09T04:55:50+0100,39.1,316,6.57,393,,,,
456,2015-06-09T05:10:50+0100,39.1,303,6.65,393,,,,
457,2015-06-09T05:25:50+0100,39.1,296,6.69,393,,,,
458,2015-06-09T05:40:50+0100,39.1,302,6.66,393,,,,
459,2015-06-09T05:55:50+0100,39.1,312,6.6,393,,,,
460,2015-06-09T06:10:50+0100,39.1,318,6.56,393,,,,
461,2015-06-09T06:25:50+0100,39.1,328,6.5,393,,,,
462,2015-06-09T06:40:50+0100,39.1,337,6.45,393,,,,
463,2015-06-09T06:55:50+0100,39.1,340,6.43,393,,,,
464,2015-06-09T07:10:50+0100,39.1,339,6.44,393,,,,
465,2015-06-09T07:25:50+0100,39.1,338,6.44,393,,,,
466,2015-06-09T07:40:50+0100,39.1,335,6.46,393,,,,
467,2015-06-09T07:55:50+0100,39.1,333,6.47,393,,,,
468,2015-06-09T08:10:50+0100,39.1,329,6.5,393,,,,
469,2015-06-09T08:25:50+0100,39.1,337,6.45,393,,,,
470,2015-06-09T08:40:50+0100,39.1,332,6.48,393,,,,
471,2015-06-09T08:55:50+0100,39.1,323,6.53,393,,,,
472,2015-06-09T09:10:50+0100,39.1,323,6.53,393,,,,
473,2015-06-09T09:25:50+0100,39.1,309,6.62,393,,,,
474,2015-06-09T09:40:50+0100,39.1,314,6.59,393,,,,
475,2015-06-09T09:55:50+0100,39.1,322,6.54,393,,,,
476,2015-06-09T10:10:50+0100,39.1,326,6.51,393,,,,
477,2015-06-09T10:25:50+0100,39.1,311,6.6,393,,,,
478,2015-06-09T10:40:50+0100,39.1,308,6.62,393,,,,
479,2015-06-09T10:55:50+0100,39.1,313,6.59,393,,,,
480,2015-06-09T11:10:50+0100,39.1,296,6.69,393,,,,
481,2015-06-09T11:25:50+0100,39.1,308,6.62,393,,,,
482,2015-06-09T11:40:50+0100,39.1,304,6.65,393,,,,
483,2015-06-09T11:55:50+0100,39.1,299,6.68,440,Wed Jul  8 09:50:35 2015 BST (+0100),-66,www.wellcow-data.co.uk/api/v1/sessions/440,Bolus responded=1:All data downloaded=0:Missing rows detected=0
484,2015-06-09T12:10:50+0100,39.1,304,6.65,440,,,,
485,2015-06-09T12:25:50+0100,39.1,298,6.68,440,,,,
486,2015-06-09T12:40:50+0100,39.1,292,6.72,440,,,,
487,2015-06-09T12:55:50+0100,39.1,288,6.74,440,,,,
488,2015-06-09T13:10:50+0100,39.1,294,6.71,440,,,,
489,2015-06-09T13:25:50+0100,39.1,303,6.65,440,,,,
490,2015-06-09T13:40:50+0100,35.8,303,6.65,440,,,,
491,2015-06-09T13:55:50+0100,37.3,306,6.63,440,,,,
492,2015-06-09T14:10:50+0100,38.1,308,6.62,440,,,,
493,2015-06-09T14:25:50+0100,38.3,307,6.63,440,,,,
494,2015-06-09T14:40:50+0100,38.6,306,6.63,440,,,,
495,2015-06-09T14:55:50+0100,38.8,310,6.61,440,,,,
496,2015-06-09T15:10:50+0100,38.8,301,6.66,440,,,,
497,2015-06-09T15:25:50+0100,38.8,291,6.72,440,,,,
498,2015-06-09T15:40:50+0100,38.8,289,6.74,440,,,,
499,2015-06-09T15:55:50+0100,38.8,295,6.7,440,,,,
500,2015-06-09T16:10:50+0100,38.8,307,6.63,440,,,,
501,2015-06-09T16:25:50+0100,38.8,296,6.69,440,,,,
502,2015-06-09T16:40:50+0100,38.8,294,6.71,440,,,,
503,2015-06-09T16:55:50+0100,39.1,305,6.64,440,,,,
504,2015-06-09T17:10:50+0100,39.1,305,6.64,440,,,,
505,2015-06-09T17:25:50+0100,39.1,305,6.64,440,,,,
506,2015-06-09T17:40:50+0100,37.8,317,6.57,440,,,,
507,2015-06-09T17:55:50+0100,38.8,317,6.57,440,,,,
508,2015-06-09T18:10:50+0100,38.8,309,6.62,440,,,,
509,2015-06-09T18:25:50+0100,38.8,301,6.66,440,,,,
510,2015-06-09T18:40:50+0100,39.1,298,6.68,440,,,,
511,2015-06-09T18:55:50+0100,39.1,305,6.64,440,,,,
512,2015-06-09T19:10:50+0100,39.1,309,6.62,440,,,,
513,2015-06-09T19:25:50+0100,39.1,309,6.62,440,,,,
514,2015-06-09T19:40:50+0100,39.4,310,6.61,440,,,,
515,2015-06-09T19:55:50+0100,39.4,313,6.59,440,,,,
516,2015-06-09T20:10:50+0100,35.8,318,6.56,440,,,,
517,2015-06-09T20:25:50+0100,37.8,316,6.57,440,,,,
518,2015-06-09T20:40:50+0100,38.3,309,6.62,440,,,,
519,2015-06-09T20:55:50+0100,38.6,300,6.67,440,,,,
520,2015-06-09T21:10:50+0100,38.8,302,6.66,440,,,,
521,2015-06-09T21:25:50+0100,38.8,320,6.55,440,,,,
522,2015-06-09T21:40:50+0100,36.8,327,6.51,440,,,,
523,2015-06-09T21:55:50+0100,38.1,324,6.53,440,,,,
524,2015-06-09T22:10:50+0100,38.6,329,6.5,440,,,,
525,2015-06-09T22:25:50+0100,38.6,324,6.53,440,,,,
526,2015-06-09T22:40:50+0100,38.8,329,6.5,440,,,,
527,2015-06-09T22:55:50+0100,38.8,328,6.5,440,,,,
528,2015-06-09T23:10:50+0100,39.1,330,6.49,440,,,,
529,2015-06-09T23:25:50+0100,39.1,328,6.5,440,,,,
530,2015-06-09T23:40:50+0100,38.8,325,6.52,440,,,,
531,2015-06-09T23:55:50+0100,38.6,328,6.5,440,,,,
532,2015-06-10T00:10:50+0100,38.8,320,6.55,440,,,,
533,2015-06-10T00:25:50+0100,38.8,321,6.54,440,,,,
534,2015-06-10T00:40:50+0100,39.1,314,6.59,440,,,,
535,2015-06-10T00:55:50+0100,39.1,318,6.56,440,,,,
536,2015-06-10T01:10:50+0100,39.1,332,6.48,440,,,,
537,2015-06-10T01:25:50+0100,39.1,338,6.44,440,,,,
538,2015-06-10T01:40:50+0100,39.1,339,6.44,440,,,,
539,2015-06-10T01:55:50+0100,39.1,326,6.51,440,,,,
540,2015-06-10T02:10:50+0100,39.1,335,6.46,440,,,,
541,2015-06-10T02:25:50+0100,39.1,341,6.42,440,,,,
542,2015-06-10T02:40:50+0100,39.1,339,6.44,440,,,,
543,2015-06-10T02:55:50+0100,39.1,341,6.42,440,,,,
544,2015-06-10T03:10:50+0100,39.4,349,6.38,440,,,,
545,2015-06-10T03:25:50+0100,39.4,346,6.39,440,,,,
546,2015-06-10T03:40:50+0100,39.4,347,6.39,440,,,,
547,2015-06-10T03:55:50+0100,39.4,345,6.4,440,,,,
548,2015-06-10T04:10:50+0100,39.4,345,6.4,440,,,,
549,2015-06-10T04:25:50+0100,39.4,328,6.5,440,,,,
550,2015-06-10T04:40:50+0100,39.4,332,6.48,440,,,,
551,2015-06-10T04:55:50+0100,39.1,324,6.53,440,,,,
552,2015-06-10T05:10:50+0100,39.4,307,6.63,440,,,,
553,2015-06-10T05:25:50+0100,39.4,308,6.62,440,,,,
554,2015-06-10T05:40:50+0100,39.4,297,6.69,440,,,,
555,2015-06-10T05:55:50+0100,39.4,300,6.67,440,,,,
556,2015-06-10T06:10:50+0100,39.4,311,6.6,440,,,,
557,2015-06-10T06:25:50+0100,39.4,309,6.62,440,,,,
558,2015-06-10T06:40:50+0100,39.4,293,6.71,440,,,,
559,2015-06-10T06:55:50+0100,39.4,292,6.72,440,,,,
560,2015-06-10T07:10:50+0100,39.4,315,6.58,440,,,,
561,2015-06-10T07:25:50+0100,39.1,325,6.52,440,,,,
562,2015-06-10T07:40:50+0100,39.1,321,6.54,440,,,,
563,2015-06-10T07:55:50+0100,39.1,312,6.6,440,,,,
564,2015-06-10T08:10:50+0100,39.1,317,6.57,440,,,,
565,2015-06-10T08:25:50+0100,39.1,327,6.51,440,,,,
566,2015-06-10T08:40:50+0100,39.1,326,6.51,440,,,,
567,2015-06-10T08:55:50+0100,39.1,327,6.51,440,,,,
568,2015-06-10T09:10:50+0100,39.1,329,6.5,440,,,,
569,2015-06-10T09:25:50+0100,39.1,321,6.54,440,,,,
570,2015-06-10T09:40:50+0100,39.1,320,6.55,440,,,,
571,2015-06-10T09:55:50+0100,39.1,316,6.57,440,,,,
572,2015-06-10T10:10:50+0100,39.1,319,6.56,440,,,,
573,2015-06-10T10:25:50+0100,39.1,311,6.6,440,,,,
574,2015-06-10T10:40:50+0100,38.8,308,6.62,440,,,,
575,2015-06-10T10:55:50+0100,38.8,313,6.59,440,,,,
576,2015-06-10T11:10:50+0100,38.8,310,6.61,440,,,,
577,2015-06-10T11:25:50+0100,38.8,299,6.68,440,,,,
578,2015-06-10T11:40:50+0100,38.8,299,6.68,440,,,,
579,2015-06-10T11:55:50+0100,38.8,309,6.62,440,,,,
580,2015-06-10T12:10:50+0100,38.8,314,6.59,440,,,,
581,2015-06-10T12:25:50+0100,39.1,318,6.56,440,,,,
582,2015-06-10T12:40:50+0100,39.1,320,6.55,440,,,,
583,2015-06-10T12:55:50+0100,39.1,323,6.53,440,,,,
584,2015-06-10T13:10:50+0100,39.1,323,6.53,440,,,,
585,2015-06-10T13:25:50+0100,39.4,332,6.48,440,,,,
586,2015-06-10T13:40:50+0100,39.4,331,6.48,440,,,,
587,2015-06-10T13:55:50+0100,39.4,330,6.49,440,,,,
588,2015-06-10T14:10:50+0100,34.7,344,6.41,440,,,,
589,2015-06-10T14:25:50+0100,37.3,337,6.45,440,,,,
590,2015-06-10T14:40:50+0100,38.1,329,6.5,440,,,,
591,2015-06-10T14:55:50+0100,38.6,309,6.62,440,,,,
592,2015-06-10T15:10:50+0100,38.6,314,6.59,440,,,,
593,2015-06-10T15:25:50+0100,38.8,322,6.54,440,,,,
594,2015-06-10T15:40:50+0100,38.8,309,6.62,440,,,,
595,2015-06-10T15:55:50+0100,38.8,334,6.47,440,,,,
596,2015-06-10T16:10:50+0100,39.1,350,6.37,440,,,,
597,2015-06-10T16:25:50+0100,35.8,361,6.3,440,,,,
598,2015-06-10T16:40:50+0100,38.1,364,6.29,440,,,,
599,2015-06-10T16:55:50+0100,38.3,368,6.26,440,,,,
600,2015-06-10T17:10:50+0100,38.6,353,6.35,440,,,,
601,2015-06-10T17:25:50+0100,38.6,345,6.4,440,,,,
602,2015-06-10T17:40:50+0100,38.8,341,6.42,440,,,,
603,2015-06-10T17:55:50+0100,38.8,343,6.41,440,,,,
604,2015-06-10T18:10:50+0100,39.1,358,6.32,440,,,,
605,2015-06-10T18:25:50+0100,39.1,352,6.36,440,,,,
606,2015-06-10T18:40:50+0100,39.1,357,6.33,440,,,,
607,2015-06-10T18:55:50+0100,39.4,358,6.32,440,,,,
608,2015-06-10T19:10:50+0100,39.4,357,6.33,440,,,,
609,2015-06-10T19:25:50+0100,36.8,371,6.24,440,,,,
610,2015-06-10T19:40:50+0100,38.3,358,6.32,440,,,,
611,2015-06-10T19:55:50+0100,38.6,348,6.38,440,,,,
612,2015-06-10T20:10:50+0100,38.8,356,6.33,440,,,,
613,2015-06-10T20:25:50+0100,39.1,355,6.34,440,,,,
614,2015-06-10T20:40:50+0100,39.1,365,6.28,440,,,,
615,2015-06-10T20:55:50+0100,39.1,375,6.22,440,,,,
616,2015-06-10T21:10:50+0100,39.4,383,6.17,440,,,,
617,2015-06-10T21:25:50+0100,36.8,383,6.17,440,,,,
618,2015-06-10T21:40:50+0100,38.3,383,6.17,440,,,,
619,2015-06-10T21:55:50+0100,38.8,389,6.14,440,,,,
620,2015-06-10T22:10:50+0100,39.1,398,6.08,440,,,,
621,2015-06-10T22:25:50+0100,39.1,407,6.03,440,,,,
622,2015-06-10T22:40:50+0100,39.1,410,6.01,440,,,,
623,2015-06-10T22:55:50+0100,39.4,416,5.97,440,,,,
624,2015-06-10T23:10:50+0100,39.4,424,5.93,440,,,,
625,2015-06-10T23:25:50+0100,37.5,427,5.91,440,,,,
626,2015-06-10T23:40:50+0100,38.6,427,5.91,440,,,,
627,2015-06-10T23:55:50+0100,38.8,428,5.9,440,,,,
628,2015-06-11T00:10:50+0100,39.1,432,5.88,440,,,,
629,2015-06-11T00:25:50+0100,39.1,434,5.87,440,,,,
630,2015-06-11T00:40:50+0100,39.1,392,6.12,440,,,,
631,2015-06-11T00:55:50+0100,39.4,375,6.22,440,,,,
632,2015-06-11T01:10:50+0100,39.4,374,6.23,440,,,,
633,2015-06-11T01:25:50+0100,39.4,381,6.18,440,,,,
634,2015-06-11T01:40:50+0100,39.4,388,6.14,440,,,,
635,2015-06-11T01:55:50+0100,39.4,398,6.08,440,,,,
636,2015-06-11T02:10:50+0100,39.4,405,6.04,440,,,,
637,2015-06-11T02:25:50+0100,39.4,409,6.02,440,,,,
638,2015-06-11T02:40:50+0100,39.4,416,5.97,440,,,,
639,2015-06-11T02:55:50+0100,39.4,421,5.94,440,,,,
640,2015-06-11T03:10:50+0100,39.4,426,5.91,440,,,,
641,2015-06-11T03:25:50+0100,39.4,431,5.88,440,,,,
642,2015-06-11T03:40:50+0100,39.4,432,5.88,440,,,,
643,2015-06-11T03:55:50+0100,39.4,431,5.88,440,,,,
644,2015-06-11T04:10:50+0100,39.4,384,6.17,440,,,,
645,2015-06-11T04:25:50+0100,39.4,350,6.37,440,,,,
646,2015-06-11T04:40:50+0100,39.4,347,6.39,440,,,,
647,2015-06-11T04:55:50+0100,39.4,351,6.36,440,,,,
648,2015-06-11T05:10:50+0100,39.4,347,6.39,440,,,,
649,2015-06-11T05:25:50+0100,39.4,346,6.39,440,,,,
650,2015-06-11T05:40:50+0100,39.4,336,6.45,440,,,,
651,2015-06-11T05:55:50+0100,39.4,333,6.47,440,,,,
652,2015-06-11T06:10:50+0100,39.4,344,6.41,440,,,,
653,2015-06-11T06:25:50+0100,39.4,347,6.39,440,,,,
654,2015-06-11T06:40:50+0100,39.4,348,6.38,440,,,,
655,2015-06-11T06:55:50+0100,39.4,349,6.38,440,,,,
656,2015-06-11T07:10:50+0100,39.4,349,6.38,440,,,,
657,2015-06-11T07:25:50+0100,39.4,356,6.33,440,,,,
658,2015-06-11T07:40:50+0100,39.4,361,6.3,440,,,,
659,2015-06-11T07:55:50+0100,39.4,366,6.27,440,,,,
660,2015-06-11T08:10:50+0100,39.4,366,6.27,440,,,,
661,2015-06-11T08:25:50+0100,39.4,360,6.31,440,,,,
662,2015-06-11T08:40:50+0100,39.4,359,6.32,440,,,,
663,2015-06-11T08:55:50+0100,39.4,346,6.39,440,,,,
664,2015-06-11T09:10:50+0100,39.4,359,6.32,440,,,,
665,2015-06-11T09:25:50+0100,39.4,355,6.34,440,,,,
666,2015-06-11T09:40:50+0100,39.1,349,6.38,440,,,,
667,2015-06-11T09:55:50+0100,39.1,358,6.32,440,,,,
668,2015-06-11T10:10:50+0100,39.4,360,6.31,440,,,,
669,2015-06-11T10:25:50+0100,39.4,363,6.29,440,,,,
670,2015-06-11T10:40:50+0100,39.4,360,6.31,440,,,,
671,2015-06-11T10:55:50+0100,39.1,355,6.34,440,,,,
672,2015-06-11T11:10:50+0100,39.1,347,6.39,440,,,,
673,2015-06-11T11:25:50+0100,39.1,336,6.45,440,,,,
674,2015-06-11T11:40:50+0100,39.4,328,6.5,440,,,,
675,2015-06-11T11:55:50+0100,39.4,338,6.44,440,,,,
676,2015-06-11T12:10:50+0100,39.4,357,6.33,440,,,,
677,2015-06-11T12:25:50+0100,36.1,359,6.32,440,,,,
678,2015-06-11T12:40:50+0100,37.8,357,6.33,440,,,,
679,2015-06-11T12:55:50+0100,38.6,355,6.34,440,,,,
680,2015-06-11T13:10:50+0100,38.6,363,6.29,440,,,,
681,2015-06-11T13:25:50+0100,38.8,357,6.33,440,,,,
682,2015-06-11T13:40:50+0100,38.8,349,6.38,440,,,,
683,2015-06-11T13:55:50+0100,38.8,364,6.29,440,,,,
684,2015-06-11T14:10:50+0100,33.8,378,6.2,440,,,,
685,2015-06-11T14:25:50+0100,36.8,376,6.21,440,,,,
686,2015-06-11T14:40:50+0100,37.8,382,6.18,440,,,,
687,2015-06-11T14:55:50+0100,38.1,374,6.23,440,,,,
688,2015-06-11T15:10:50+0100,38.3,358,6.32,440,,,,
689,2015-06-11T15:25:50+0100,38.6,352,6.36,440,,,,
690,2015-06-11T15:40:50+0100,38.6,346,6.39,440,,,,
691,2015-06-11T15:55:50+0100,38.8,335,6.46,440,,,,
692,2015-06-11T16:10:50+0100,38.8,340,6.43,440,,,,
693,2015-06-11T16:25:50+0100,38.8,350,6.37,440,,,,
694,2015-06-11T16:40:50+0100,38.8,354,6.35,440,,,,
695,2015-06-11T16:55:50+0100,38.8,365,6.28,440,,,,
696,2015-06-11T17:10:50+0100,39.1,373,6.23,440,,,,
697,2015-06-11T17:25:50+0100,39.1,369,6.26,440,,,,
698,2015-06-11T17:40:50+0100,39.1,363,6.29,440,,,,
699,2015-06-11T17:55:50+0100,39.1,357,6.33,440,,,,
700,2015-06-11T18:10:50+0100,39.4,345,6.4,440,,,,
701,2015-06-11T18:25:50+0100,39.4,343,6.41,440,,,,
702,2015-06-11T18:40:50+0100,39.4,335,6.46,440,,,,
703,2015-06-11T18:55:50+0100,39.4,325,6.52,440,,,,
704,2015-06-11T19:10:50+0100,39.4,318,6.56,440,,,,
705,2015-06-11T19:25:50+0100,39.4,348,6.38,440,,,,
706,2015-06-11T19:40:50+0100,39.4,360,6.31,440,,,,
707,2015-06-11T19:55:50+0100,39.4,345,6.4,440,,,,
708,2015-06-11T20:10:50+0100,39.4,341,6.42,440,,,,
709,2015-06-11T20:25:50+0100,39.4,343,6.41,440,,,,
710,2015-06-11T20:40:50+0100,36.3,356,6.33,440,,,,
711,2015-06-11T20:55:50+0100,38.1,366,6.27,440,,,,
712,2015-06-11T21:10:50+0100,38.6,358,6.32,440,,,,
713,2015-06-11T21:25:50+0100,38.8,356,6.33,440,,,,
714,2015-06-11T21:40:50+0100,35.8,362,6.3,440,,,,
715,2015-06-11T21:55:50+0100,37.8,360,6.31,440,,,,
716,2015-06-11T22:10:50+0100,38.6,352,6.36,440,,,,
717,2015-06-11T22:25:50+0100,38.6,353,6.35,440,,,,
718,2015-06-11T22:40:50+0100,38.8,370,6.25,440,,,,
719,2015-06-11T22:55:50+0100,39.1,371,6.24,440,,,,
720,2015-06-11T23:10:50+0100,39.1,373,6.23,440,,,,
721,2015-06-11T23:25:50+0100,39.1,373,6.23,440,,,,
722,2015-06-11T23:40:50+0100,39.1,362,6.3,440,,,,
723,2015-06-11T23:55:50+0100,39.1,362,6.3,440,,,,
724,2015-06-12T00:10:50+0100,39.4,371,6.24,440,,,,
725,2015-06-12T00:25:50+0100,39.4,367,6.27,440,,,,
726,2015-06-12T00:40:50+0100,39.1,343,6.41,440,,,,
727,2015-06-12T00:55:50+0100,39.4,351,6.36,440,,,,
728,2015-06-12T01:10:50+0100,39.4,335,6.46,440,,,,
729,2015-06-12T01:25:50+0100,39.4,324,6.53,440,,,,
730,2015-06-12T01:40:50+0100,39.4,330,6.49,440,,,,
731,2015-06-12T01:55:50+0100,39.4,354,6.35,440,,,,
732,2015-06-12T02:10:50+0100,39.1,363,6.29,440,,,,
733,2015-06-12T02:25:50+0100,39.1,368,6.26,440,,,,
734,2015-06-12T02:40:50+0100,39.4,364,6.29,440,,,,
735,2015-06-12T02:55:50+0100,39.4,371,6.24,440,,,,
736,2015-06-12T03:10:50+0100,39.4,367,6.27,440,,,,
737,2015-06-12T03:25:50+0100,39.4,373,6.23,440,,,,
738,2015-06-12T03:40:50+0100,39.4,373,6.23,440,,,,
739,2015-06-12T03:55:50+0100,39.4,382,6.18,440,,,,
740,2015-06-12T04:10:50+0100,39.4,376,6.21,440,,,,
741,2015-06-12T04:25:50+0100,39.4,384,6.17,440,,,,
742,2015-06-12T04:40:50+0100,39.4,380,6.19,440,,,,
743,2015-06-12T04:55:50+0100,39.4,381,6.18,440,,,,
744,2015-06-12T05:10:50+0100,39.7,360,6.31,440,,,,
745,2015-06-12T05:25:50+0100,39.4,354,6.35,440,,,,
746,2015-06-12T05:40:50+0100,39.4,340,6.43,440,,,,
747,2015-06-12T05:55:50+0100,39.4,329,6.5,440,,,,
748,2015-06-12T06:10:50+0100,39.4,322,6.54,440,,,,
749,2015-06-12T06:25:50+0100,39.4,329,6.5,440,,,,
750,2015-06-12T06:40:50+0100,39.4,323,6.53,440,,,,
751,2015-06-12T06:55:50+0100,39.4,320,6.55,440,,,,
752,2015-06-12T07:10:50+0100,39.7,312,6.6,440,,,,
753,2015-06-12T07:25:50+0100,39.7,316,6.57,440,,,,
754,2015-06-12T07:40:50+0100,39.7,318,6.56,440,,,,
755,2015-06-12T07:55:50+0100,39.4,312,6.6,440,,,,
756,2015-06-12T08:10:50+0100,39.4,320,6.55,440,,,,
757,2015-06-12T08:25:50+0100,39.4,356,6.33,440,,,,
758,2015-06-12T08:40:50+0100,39.4,361,6.3,440,,,,
759,2015-06-12T08:55:50+0100,37,354,6.35,440,,,,
760,2015-06-12T09:10:50+0100,38.6,353,6.35,440,,,,
761,2015-06-12T09:25:50+0100,38.8,341,6.42,440,,,,
762,2015-06-12T09:40:50+0100,39.1,330,6.49,440,,,,
763,2015-06-12T09:55:50+0100,39.1,346,6.39,440,,,,
764,2015-06-12T10:10:50+0100,39.1,337,6.45,440,,,,
765,2015-06-12T10:25:50+0100,39.1,344,6.41,440,,,,
766,2015-06-12T10:40:50+0100,39.1,334,6.47,440,,,,
767,2015-06-12T10:55:50+0100,39.1,313,6.59,440,,,,
768,2015-06-12T11:10:50+0100,39.1,333,6.47,440,,,,
769,2015-06-12T11:25:50+0100,34.7,340,6.43,440,,,,
770,2015-06-12T11:40:50+0100,37.5,358,6.32,440,,,,
771,2015-06-12T11:55:50+0100,38.3,348,6.38,440,,,,
772,2015-06-12T12:10:50+0100,38.3,339,6.44,440,,,,
773,2015-06-12T12:25:50+0100,38.6,334,6.47,440,,,,
774,2015-06-12T12:40:50+0100,38.6,342,6.42,440,,,,
775,2015-06-12T12:55:50+0100,38.6,344,6.41,440,,,,
776,2015-06-12T13:10:50+0100,38.8,348,6.38,440,,,,
777,2015-06-12T13:25:50+0100,38.8,343,6.41,440,,,,
778,2015-06-12T13:40:50+0100,38.8,342,6.42,440,,,,
779,2015-06-12T13:55:50+0100,38.8,349,6.38,440,,,,
780,2015-06-12T14:10:50+0100,38.8,325,6.52,440,,,,
781,2015-06-12T14:25:50+0100,39.1,316,6.57,440,,,,
782,2015-06-12T14:40:50+0100,39.1,312,6.6,440,,,,
783,2015-06-12T14:55:50+0100,39.1,310,6.61,440,,,,
784,2015-06-12T15:10:50+0100,39.1,324,6.53,440,,,,
785,2015-06-12T15:25:50+0100,39.1,320,6.55,440,,,,
786,2015-06-12T15:40:50+0100,39.4,310,6.61,440,,,,
787,2015-06-12T15:55:50+0100,39.4,323,6.53,440,,,,
788,2015-06-12T16:10:50+0100,39.4,335,6.46,440,,,,
789,2015-06-12T16:25:50+0100,39.4,338,6.44,440,,,,
790,2015-06-12T16:40:50+0100,39.4,342,6.42,440,,,,
791,2015-06-12T16:55:50+0100,39.4,341,6.42,440,,,,
792,2015-06-12T17:10:50+0100,37.8,346,6.39,440,,,,
793,2015-06-12T17:25:50+0100,38.6,349,6.38,440,,,,
794,2015-06-12T17:40:50+0100,38.8,350,6.37,440,,,,
795,2015-06-12T17:55:50+0100,38.8,347,6.39,440,,,,
796,2015-06-12T18:10:50+0100,39.1,342,6.42,440,,,,
797,2015-06-12T18:25:50+0100,39.1,350,6.37,440,,,,
798,2015-06-12T18:40:50+0100,39.1,349,6.38,440,,,,
799,2015-06-12T18:55:50+0100,39.1,346,6.39,440,,,,
800,2015-06-12T19:10:50+0100,39.4,323,6.53,440,,,,
801,2015-06-12T19:25:50+0100,39.4,325,6.52,440,,,,
802,2015-06-12T19:40:50+0100,39.4,349,6.38,440,,,,
803,2015-06-12T19:55:50+0100,39.4,353,6.35,440,,,,
804,2015-06-12T20:10:50+0100,39.4,356,6.33,440,,,,
805,2015-06-12T20:25:50+0100,39.7,358,6.32,440,,,,
806,2015-06-12T20:40:50+0100,37,359,6.32,440,,,,
807,2015-06-12T20:55:50+0100,38.6,354,6.35,440,,,,
808,2015-06-12T21:10:50+0100,38.8,355,6.34,440,,,,
809,2015-06-12T21:25:50+0100,39.1,363,6.29,440,,,,
810,2015-06-12T21:40:50+0100,39.1,356,6.33,440,,,,
